name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,winddir,sealevelpressure,cloudcover,visibility,severerisk,moonphase,conditions,description
mumbai,18.94,72.835,2018-06-02,34.6,25,31.3,46.3,25,39.4,26,73.8,25,100,4.17,rain,252.6,1006.1,59.1,3.8,,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-03,34,26,30.2,43.6,26,35.7,24.9,74.2,0,0,0,,235,1005.4,72.9,3.7,,0.65,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-06-04,34.1,23,30.7,44.8,23,37.9,25.6,74.9,51,100,8.33,rain,258.7,1004.1,60.6,3.6,,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-05,33.3,25,29.7,41.5,25,34.6,24.4,74,0,0,0,,285.4,1004.4,76.5,2.8,,0.72,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-06-06,33.6,29.4,31.6,44.6,37,40.9,26.6,75.3,0,0,0,,266.3,1006.3,62,3.7,,0.75,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-06-07,31,26.3,28.5,40.7,26.3,34.4,26.3,88,57,100,16.67,rain,226.6,1004.6,84.5,2.8,,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-08,33.3,27.6,30.6,44.9,32.8,39.1,26.6,79.6,3,100,4.17,rain,276.1,1001.7,74.1,3.1,,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
mumbai,18.94,72.835,2018-06-09,30,25.2,27.3,38.9,25.2,31.4,26.1,93.5,135,100,33.33,rain,193.2,1000.9,98.8,2,,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-10,33,28.9,30.9,46.4,35.9,40.8,27.3,81.4,0.5,100,4.17,rain,246.3,1001.3,84.4,2.9,,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-06-11,33.5,29.5,31.1,45.5,38.1,40.8,27,79,0.8,100,4.17,rain,246.6,1002.9,73,2.9,,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-12,33.1,30,31,43.8,37.5,40,26.6,77.6,0,0,0,,238.4,1003.3,59,3.2,,0.95,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-06-13,33.3,30,31.2,43.1,36.5,39.3,26,74,0.3,100,4.17,rain,238,1003.8,55.4,3.6,,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-14,33.6,29,31.2,43.6,33.6,39.1,25.8,73.5,0.7,100,4.17,rain,245.8,1005,53.9,3.3,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-15,33.6,28,30.5,43.1,31.3,36.8,24.8,71.7,6.3,100,4.17,rain,227.6,1005.4,56.9,3.6,,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
mumbai,18.94,72.835,2018-06-16,31.3,25,27.5,38.6,25,30.8,24.4,83.6,66,100,25,rain,167.7,1006.7,64.6,3.1,,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-17,29,25.5,27.2,35.6,25.5,30.4,25.2,88.8,49,100,16.67,rain,203.6,1005.9,91.1,2.4,,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-06-18,30.3,25.7,27.5,37.4,25.7,31.1,25.2,87.4,3.8,100,8.33,rain,175,1004.3,80.9,3,,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-06-19,31.9,26.6,29.2,40.3,26.6,35.1,25.5,80.9,0.4,100,4.17,rain,210.9,1003.8,68.6,3.6,,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-20,32.9,28,30.6,43.8,32.6,38.7,26.2,77.7,0.2,100,4.17,rain,307.1,1003.5,83.9,3.1,,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
mumbai,18.94,72.835,2018-06-21,33,29.6,30.9,42.6,35.7,39.1,26.1,75.8,0.1,100,4.17,rain,286,1003.8,78.8,3.4,,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-22,32.4,29,30.7,42.5,36,38.9,26.3,77.5,0.2,100,4.17,rain,264.5,1003.7,84.9,3.4,,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-23,30,24.7,26.6,37.5,24.7,28.6,24.8,90.3,42.8,100,29.17,rain,225.5,1003.8,94.5,2.4,,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-24,27.4,24.9,25.9,31.5,24.9,27,24.7,92.9,98,100,20.83,rain,230,1003.6,97.9,2.2,,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-25,29.2,25,27.3,35.7,25,30.8,25.7,91.6,184,100,25,rain,253.5,1002.2,95.6,1.9,,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-06-26,31,27.2,29.3,39.7,31.4,35.9,25.7,81.2,3.2,100,8.33,rain,241.1,1001.5,88.2,2.8,,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-06-27,32.3,28,30,42.5,32,37.3,25.9,78.9,0.5,100,4.17,rain,238,1001,81.2,3,,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-06-28,29,25.5,27.1,36.1,25.5,29.8,25.2,89.6,27,100,12.5,rain,207.1,1001.4,92.4,2.5,,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
mumbai,18.94,72.835,2018-06-29,30,25.8,28,38.5,25.8,32.9,25.7,87.7,20,100,16.67,rain,201.1,1002,88.8,2.6,,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-06-30,31.7,25.6,28,40.1,25.6,31.8,24.9,83.9,2,100,4.17,rain,179.7,1004.2,71.3,3.3,,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-07-01,31.7,26,28.7,39.3,26,33.1,24.6,79.1,0,0,0,,183.8,1005,48.1,3.7,,0.6,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-07-02,30.6,26,27.7,37.6,26,31.5,25.1,86.4,61.4,100,20.83,rain,193.4,1004.4,87.1,3.1,,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-07-03,27.7,24.4,25.9,32.8,24.4,26.8,24.9,94.6,177,100,29.17,rain,196,1004.7,97.3,1.9,,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-04,30,25.9,27.6,37.4,25.9,31.6,25.2,86.8,22,100,20.83,rain,224.5,1004.5,93.9,2.5,,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-05,30.7,27,28.7,40.1,30.9,35.3,26.3,87,39,100,20.83,rain,254.5,1004.8,95.8,2.5,,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-06,31,26.9,28.9,39.9,30.1,35.6,26.1,85.2,8.6,100,12.5,rain,267.9,1004.7,88.6,2.8,,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-07-07,29,25,27.8,36.8,25,32.7,25.7,88.6,40.4,100,16.67,rain,277,1003.7,93.5,2.6,,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-08,28,24.7,25.8,33.6,24.7,26.6,24.8,94.3,166,100,33.33,rain,333.4,1003.1,99.8,1.9,,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-09,27.7,23.6,25.5,33.7,23.6,26.1,24.8,95.9,141,100,33.33,rain,264.6,1002.7,100,1.9,,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-10,28,24.9,26.4,34.6,24.9,28.2,25.3,93.8,205,100,29.17,rain,260.6,1002.7,98.9,1.8,,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-11,30.7,27.4,28.8,40.1,32.3,35.3,26.1,85.4,8,100,12.5,rain,254,1002.8,92.6,2.4,,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-12,30.3,28,28.7,38.4,32.9,34.8,25.8,84.2,0.6,100,4.17,rain,252,1001.9,90.4,2.5,,0.97,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-07-13,30.4,26,28.1,38.2,26,33.1,25.6,86.8,12,100,12.5,rain,248.4,1001.3,91.1,2.3,,0,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-14,29.3,26,28.2,36.2,26,33.6,25.9,87.4,16,100,16.67,rain,250.1,1000.7,89.7,2.1,,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-07-15,28.7,26,27.3,35,26,31.2,25.7,91.2,111,100,33.33,rain,250,999.2,96.8,1.8,,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-16,29,24.7,27.5,35.6,24.7,32.1,25.7,90.3,46,100,29.17,rain,261.4,1000.2,99.4,2,,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-07-17,29.1,26,27.7,34.8,26,31.9,25.2,86.4,7,100,12.5,rain,247.5,1001.4,92.8,2.3,,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-18,31,26,28.3,39.1,26,33.3,25.2,83.5,10,100,12.5,rain,249.3,1002.9,88.4,2.7,,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-07-19,31,26,28.6,39,26,33.8,25.3,82.7,6,100,8.33,rain,250.1,1003.4,82.9,2.9,,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-07-20,29.4,26,27.8,36.2,26,32.2,25.1,85.6,6.1,100,12.5,rain,247.1,1003,85.7,2.3,,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-07-21,29.4,26.8,27.8,36,30.1,32.5,25.2,85.8,21.9,100,16.67,rain,243.8,1003.9,94.1,2.3,,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-07-22,29.1,26.7,28,35.5,29.9,32.7,25.1,84.5,15,100,8.33,rain,248,1004.2,91,2.7,,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-07-23,29,27,27.9,34.6,30.6,32.7,25.2,85.3,1.4,100,8.33,rain,239.5,1003.5,95.6,2.4,,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-24,29.7,27,28.1,36.8,30.6,32.9,25.2,84.6,3,100,4.17,rain,241.8,1005,90.2,2.7,,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
mumbai,18.94,72.835,2018-07-25,31,27.6,28.6,39.1,28.8,33.6,24.6,79.5,1,100,4.17,rain,241.8,1005.8,84.9,3,,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
mumbai,18.94,72.835,2018-07-26,29.1,27,28.1,34.8,30.2,32.8,24.9,83,1.4,100,8.33,rain,238,1006.3,93.5,2.8,,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-07-27,29.2,26.2,27.9,34.7,26.2,32.2,24.9,83.9,0.2,100,4.17,rain,227.1,1005.3,96.4,2.9,,0.48,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
mumbai,18.94,72.835,2018-07-28,30.3,27,28.6,37.9,30.6,33.9,25.2,82.3,0,0,0,,231.6,1005.5,84.5,3.1,,0.5,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-07-29,30.4,27.8,28.7,37.6,32,34.1,25.2,81.7,0,0,0,,229.9,1005.6,88.1,3.1,,0.55,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-07-30,31,28,28.7,38.5,32.4,34,25,80.2,0,0,0,,232.6,1005.2,84.3,3.5,,0.58,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-07-31,31.5,28,28.7,37.3,32.4,33.9,24.9,80.3,0,0,0,,237.4,1005.4,88.3,3,,0.62,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-08-01,30.5,27,28.6,37.5,30.6,33.7,25.1,81.5,0,0,0,,238.1,1005.9,88.8,2.9,,0.65,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-08-02,30.3,27,28.5,37.1,30.6,33.6,25.1,81.8,4,100,8.33,rain,241.6,1007.4,89.7,3.1,,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-08-03,31.8,27,28.4,38.9,30.6,33.5,25.1,82.6,7,100,8.33,rain,243.3,1008.4,90.6,3,,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-08-04,30,25.9,27.9,36.5,25.9,32.2,24.8,83.7,7,100,8.33,rain,248.9,1007.7,89.6,2.8,,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
mumbai,18.94,72.835,2018-08-05,30.3,27.6,28.6,37.2,31.5,33.6,24.7,79.4,0.6,100,4.17,rain,247.3,1007.8,84.8,4,,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-08-06,29,26.8,28,34.5,29.9,32.2,24.5,81.5,3.6,100,8.33,rain,242.6,1006.3,86.9,2.8,,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-07,30.3,27,28.3,36,30.1,32.9,24.5,80,0.4,100,4.17,rain,240.7,1004.2,88.5,3.1,,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-08-08,30.3,27.6,28.5,36.7,31.5,33.6,25,81.2,0.1,100,4.17,rain,241.5,1003.3,88.6,3.1,,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-08-09,28.7,27,27.9,34,30.1,32.3,24.9,84.1,2,100,4.17,rain,245.8,1006.3,89.6,2.9,,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-08-10,30,26.9,28.2,36.9,30.3,33.2,25.1,83.7,0.5,100,4.17,rain,252.9,1008.3,87.8,3.1,,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
mumbai,18.94,72.835,2018-08-11,29.1,26,27.7,35.6,26,31.9,25.1,85.8,25.5,100,16.67,rain,260.1,1006.9,90.5,2.8,,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-08-12,29,26,27.3,34.5,26,30.6,24.5,84.9,9,100,12.5,rain,244.6,1003.8,89.5,2.7,,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-08-13,28.6,26,27.2,34,26,30.4,24.7,86.2,9,100,8.33,rain,247.4,1002.6,91.2,2.8,,0.06,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
mumbai,18.94,72.835,2018-08-14,31.7,27.2,28.5,38.9,30.9,33.6,25.1,82.3,0.2,100,4.17,rain,261.1,1003.7,88.9,3,,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-08-15,29,26,27.4,34.5,26,30.9,24.7,85.3,4,100,8.33,rain,266.5,1003.7,91.3,2.6,,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-08-16,28.7,26.9,27.4,34,30.3,31.4,24.9,86.6,10,100,12.5,rain,276.7,1003.1,93.5,2.5,,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-08-17,29,25.6,27.3,34.5,25.6,30.8,24.7,85.9,4.5,100,8.33,rain,260.7,1002.3,94.8,2.5,,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-18,29.3,25.7,27.3,35.4,25.7,30.6,24.7,86.1,10.5,100,12.5,rain,249.5,1003.7,91.1,2.8,,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-08-19,30,26.4,27.7,36.2,26.4,31.8,25,85.8,2,100,4.17,rain,259,1004.8,89.4,3,,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-08-20,29,25,27.3,34.9,25,30.3,24.5,85,17,100,12.5,rain,260.9,1005.1,92.4,2.7,,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-21,28.1,25.4,26.9,32.8,25.4,29.4,24.6,87.4,13,100,12.5,rain,250.5,1005,93.7,2.6,,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.
mumbai,18.94,72.835,2018-08-22,28.7,24.9,27.1,34.2,24.9,30.4,24.8,87.5,27,100,20.83,rain,244.7,1006.1,89.5,2.8,,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-08-23,29.7,26,27.4,36,26,30.8,24.7,85.1,10,100,12.5,rain,248.8,1007.5,86.5,2.8,,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-24,29.4,25.2,27.5,35.4,25.2,31.1,24.5,84.1,9,100,8.33,rain,249.5,1007.4,85.6,2.9,,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-25,29,25.8,27.4,34.8,25.8,30.4,24.3,83.2,6,100,8.33,rain,249.4,1006.6,89.5,3,,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-08-26,29.4,25.6,27.1,34.7,25.6,29.9,24.4,85.1,18,100,20.83,rain,243.2,1004.8,88.9,2.8,,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
mumbai,18.94,72.835,2018-08-27,30.1,25.7,27.3,36.6,25.7,30,24.3,83.9,6,100,8.33,rain,252.6,1005,89.5,2.9,,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-08-28,29.3,25,27.1,33.4,25,29.6,23.8,82.4,6.2,100,8.33,rain,256.2,1005.3,89.2,3,,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-08-29,30.5,26.4,28.1,36.7,26.4,32.2,24.3,80.1,0,0,0,,250.7,1007,72.4,3.9,,0.6,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-08-30,30,26.5,28.1,35.8,26.5,32.3,24.4,80.2,6,100,8.33,rain,266.5,1007.2,59.4,3.9,,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-08-31,30.1,26.8,28.3,37.2,29.5,32.5,24.2,78.6,0.1,100,4.17,rain,259.7,1007.8,53.3,3.9,,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
mumbai,18.94,72.835,2018-09-01,30.5,26,28.1,36.4,26,32.2,24.3,80.4,12,100,8.33,rain,253.2,1008.3,63.8,3.1,,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-09-02,30,26,27.7,35.1,26,31.2,24.1,80.7,4,100,8.33,rain,249.6,1008.3,73,3,,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-09-03,30,26,27.9,35.4,26,31.7,24.1,79.7,3,100,4.17,rain,258.5,1008.4,71.1,3,,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
mumbai,18.94,72.835,2018-09-04,30.3,26.8,28.1,35.7,29.5,32.1,24,78.3,0,0,0,,260.3,1009.4,71.3,3.5,,0.81,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-05,30.8,27,28.2,36.3,29.9,32.1,23.8,77.2,0.1,100,4.17,rain,268.2,1009.1,67.8,3.8,,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-09-06,30.4,26.6,28.3,35.7,26.6,31.7,23.3,74.4,0,0,0,,270.5,1008.1,56,3.4,,0.88,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-07,29.7,26.2,28,34,26.2,31,22.8,73.7,0.7,100,4.17,rain,265.2,1007.8,56.2,3.3,,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-09-08,30.9,26.2,28.3,35.5,26.2,31.4,22.7,72.1,0,0,0,,253,1008,50.2,4,,0.95,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-09,30.7,25.8,27.8,35,25.8,30.5,23,75.6,8.4,100,8.33,rain,228.6,1009,55.1,3.5,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-09-10,30.7,25.4,28.1,35.4,25.4,30.9,23.1,74.9,0,0,0,,261.2,1011.6,48.7,3.8,,0.02,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-11,30.7,25.2,28.1,35.1,25.2,30.9,23.1,74.6,0,0,0,,285.5,1012.2,46.7,3.7,,0.05,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-12,31,24.9,28,36,24.9,30.5,23.1,75.1,2,100,4.17,rain,280.4,1010.6,50.2,3.8,,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
mumbai,18.94,72.835,2018-09-13,30.7,25.3,28,35.9,25.3,31.1,23.3,75.6,0,0,0,,242.4,1009.3,49.4,4,,0.11,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-14,30,25.4,27.5,35.1,25.4,30.2,23.8,80.3,9.4,100,12.5,rain,194.4,1009.6,71.7,3.7,,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-09-15,31.7,25.9,28.3,38.8,25.9,32.3,24.6,80.7,1,100,4.17,rain,212.7,1010.3,56.3,3.9,,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-09-16,30.7,26.4,28,36.9,26.4,31.8,24.4,81,2,100,4.17,rain,346.2,1008.9,57.1,3.1,,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
mumbai,18.94,72.835,2018-09-17,31.7,25.2,28.5,36.6,25.2,32,23.5,75,0,0,0,,313,1008.2,44.7,3.7,,0.25,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-18,31.3,26,28.5,36.4,26,31.4,23.2,73.5,0,0,0,,301.3,1008.5,43.3,3.7,,0.28,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-19,29,24.7,27.3,33.8,24.7,29.8,23.2,78.7,9,100,8.33,rain,298.1,1008.9,79.8,3.2,,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
mumbai,18.94,72.835,2018-09-20,31.1,26,28.2,37.9,26,32,24.2,79.2,2,100,4.17,rain,298.4,1006.4,84.6,2.9,,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-09-21,31.6,26.2,28.8,40.4,26.2,34,25,80.3,0,0,0,,288,1005.5,74.2,3.2,,0.37,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-22,30.8,28,28.9,38.9,32.7,35,25.7,83.3,0.3,100,4.17,rain,239.8,1007.1,80.4,3.2,,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
mumbai,18.94,72.835,2018-09-23,31.8,27,28.8,37.8,30.6,33.9,25,80.6,0,0,0,,209.3,1010.7,53.6,3.5,,0.44,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-24,31.5,26.8,28.8,39.5,30.1,34,25.1,80.7,0,0,0,,260.8,1011.2,51.6,3.5,,0.47,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-25,31.3,26,28.9,37.2,26,33.2,24.2,76.2,0,0,0,,311.3,1010.7,35.3,3.7,,0.5,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-26,32,25.9,29.3,39.2,25.9,34.1,24.3,75.2,0,0,0,,327.7,1008.8,32.2,3.6,,0.54,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-27,32.7,27,29.3,41.8,29.2,35.1,24.9,77.5,0,0,0,,322.9,1008.4,67.1,3.2,,0.58,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-28,32.1,26.5,29.2,41.5,26.5,34.6,24.7,77.2,10,100,12.5,rain,248.8,1008.9,87,2.5,,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
mumbai,18.94,72.835,2018-09-29,32.7,25.1,29.5,42.3,25.1,35,24.8,76.3,0,0,0,,3.8,1009.6,90,2.7,,0.65,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-09-30,35.7,27.6,31.5,43.2,31.8,37.3,24.3,67.1,0,0,0,,9.5,1008.8,50.4,3.3,,0.68,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-01,35.5,26.5,31.3,42.9,26.5,35.7,23.1,62.6,0,0,0,,254,1008.4,39.2,3.4,,0.72,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-02,34.4,27.8,30.9,43.2,30.4,36.1,23.5,65.5,0,0,0,,288.6,1009.1,60.6,2.7,,0.75,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-03,33.6,27.3,30.7,43.4,29.8,36.6,24,67.8,0,0,0,,286.9,1008.9,29.4,2.6,,0.79,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-04,35.4,26.9,30.4,42.3,29.4,35,23.2,66.1,0,0,0,,22.9,1009,48.8,2.9,,0.83,Partially cloudy,Partly cloudy throughout the day.
