name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,winddir,sealevelpressure,cloudcover,visibility,severerisk,moonphase,conditions,description
mumbai,18.94,72.835,2018-10-05,35,27.1,31.3,41.4,29.2,35.5,22.6,60.8,0,0,0,,87,1009.1,55.1,3.4,,0.86,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-06,36.7,27.6,31.7,40.8,30.7,35.4,21.9,57.8,0,0,0,,74.7,1009.2,34.3,3.4,,0.9,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-07,37,27.7,32.1,45.7,31.3,37.5,23.5,62.4,0,0,0,,79.8,1008.5,29.8,3.2,,0.93,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-08,36,28.3,31.4,45.4,32.9,39,25.5,72.2,0,0,0,,234.5,1008.4,27.7,2.6,,0.97,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-09,33,28.5,30.6,42.2,35.1,38.5,26.2,77.9,0,0,0,,290.4,1008.6,35.3,2.6,,0,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-10,32,27.6,30.2,41.1,32.6,37.5,25.9,77.8,0,0,0,,290.8,1008.4,36.2,2.6,,0.04,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-11,33.4,28,30.4,40.7,33.5,37.3,25.5,75.7,0,0,0,,314.7,1008.3,29.8,2.7,,0.07,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-12,34.2,27.2,30.8,41.6,30.7,37.5,25.2,73.3,0,0,0,,319.7,1008.7,24.5,2.8,,0.1,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-13,36.4,28.6,31.8,44.2,32.6,38.6,24.7,68,0,0,0,,317.6,1010,36.2,2.3,,0.13,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-14,35.7,26.3,31.4,40,26.3,34.8,22,59.6,0,0,0,,319,1011,7.7,2.9,,0.16,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-15,37,26.6,31.5,45.4,26.6,34.6,21.5,57.1,0,0,0,,330.4,1011.3,13.9,3.1,,0.2,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-16,35.6,26,31.1,41,26,34.3,21.4,57.3,0,0,0,,98.8,1011.3,16.8,3,,0.25,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-17,33.8,26.9,30.1,43,29.8,35.6,24,70.4,0,0,0,,212,1011.3,55.1,2.8,,0.26,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-18,32.3,24,28.9,43.3,24,33.4,23.9,74.8,4,100,4.17,rain,240.4,1011.2,84.6,2.9,,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
mumbai,18.94,72.835,2018-10-19,33.7,24.4,28.8,42.3,24.4,32.2,23.1,71.9,0,0,0,,33.6,1011.1,52.9,3.1,,0.33,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-20,34.7,26.7,30.3,41.8,29.1,35.7,24.3,71.1,0,0,0,,236.3,1012,24.9,2.7,,0.36,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-21,33,27,30.2,42.6,30.4,36.8,25.4,76.2,0,0,0,,270.4,1012.8,18.6,2.6,,0.39,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-22,35.7,27.6,31.1,41.9,31.8,37,24.6,70,50,100,4.17,rain,271.6,1011.9,12.1,2.6,,0.42,Rain,Clear conditions throughout the day with morning rain.
mumbai,18.94,72.835,2018-10-23,37.3,25,31,36.9,25,32,18,49.5,0,0,0,,358.1,1011.8,9.9,3.5,,0.45,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-24,37,22.6,30.7,36.3,22.6,30.7,15.6,43,0,0,0,,3.8,1011,12.3,3.7,,0.5,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-25,35.7,25.1,30.3,40.3,25.1,32.7,19.9,55.1,0,0,0,,160.2,1012.1,18.4,3.3,,0.52,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-26,36.6,26,31.1,39.2,26,32.6,18.9,50.3,0,0,0,,79.4,1013.3,5.8,3.1,,0.56,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-27,36,25.1,30.7,38.7,25.1,32.3,19.4,52.5,0,0,0,,342,1013.5,21.4,3.1,,0.59,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-10-28,38,23.9,30.6,38.1,23.9,31.1,16.7,46.5,0,0,0,,50.1,1012.4,18.2,3.1,,0.63,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-29,36.6,25.7,30.4,35.5,25.7,30.5,14.4,41,0,0,0,,51.7,1011.5,2.8,3.7,,0.66,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-30,34.6,25.7,29.8,33.9,25.7,29.7,14.6,41,0,0,0,,33.5,1010.9,0.8,3.4,,0.7,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-10-31,35.9,23.7,29.6,35.4,23.7,29.9,15.6,44.1,0,0,0,,32.5,1010.9,0.4,3.3,,0.75,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-01,35.7,25,30.1,35.7,25,31.6,19,53.3,0,0,0,,37.4,1010.6,22.7,3.3,,0.77,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-02,36.9,24.8,30.6,41.8,24.8,32.1,19.4,54,0,0,0,,83.1,1009.9,11.3,3.5,,0.81,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-03,36.6,26.4,31.1,42.3,26.4,34.6,21.8,58.9,0,0,0,,175,1010.2,31.5,4.1,,0.84,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-04,35,28,31,40.6,31.3,35.6,23.2,64.3,0,0,0,,341.7,1011,47.8,4.1,,0.88,Partially cloudy,Clearing in the afternoon.
mumbai,18.94,72.835,2018-11-05,33.7,26,30.1,38.8,26,33.5,22.7,65.6,0,0,0,,273.7,1011.4,60.7,3.7,,0.91,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-06,35.6,27.5,31.2,43.1,29.6,35.9,23.2,63.7,0,0,0,,337.4,1011.7,33.3,3.2,,0.95,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-07,35.4,23,30.3,36.3,23,30.5,15.8,42.8,0,0,0,,3,1012,6.6,3.3,,0,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-08,34.7,23.3,29.4,36.7,23.3,30.4,17.8,51,0,0,0,,309.2,1010.9,3.1,2.8,,0.02,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-09,35.7,25.3,30.2,39.4,25.3,32.1,20.5,58.1,0,0,0,,324.6,1010.2,0.4,2.7,,0.05,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-10,35.4,24.6,30.4,38.2,24.6,31.8,19.2,53.1,0,0,0,,332.6,1011.1,1.6,3.1,,0.08,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-11,34.7,23.3,29.3,37.3,23.3,30.4,18.4,53.5,0,0,0,,289.7,1011.9,0.4,2.6,,0.12,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-12,34.4,21,29.1,35.8,21,29.8,18.2,54.4,0,0,0,,320.2,1011.2,3.4,3.1,,0.15,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-13,32.3,22.8,28.3,35.8,22.8,29.8,20.1,62.1,0,0,0,,307.7,1010,0.4,2.6,,0.18,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-14,31.2,23.1,27.6,35.5,23.1,29.7,21.8,71.2,0,0,0,,317.6,1009.9,1.2,2.9,,0.21,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-15,34.4,23.4,28.9,36.1,23.4,30,19.8,60.8,0,0,0,,344.9,1011.3,0.8,2.9,,0.25,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-16,35.6,23,29.4,35.2,23,29.5,15.7,45.8,0,0,0,,1,1011.5,0.8,3.4,,0.28,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-17,34.7,23.1,29.1,35.5,23.1,29.4,16.6,49,0,0,0,,347.1,1010.5,3.1,3.3,,0.31,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-18,32.7,22.8,28.7,37,22.8,30.3,19.7,59.7,0,0,0,,284.9,1010.7,12.8,2.6,,0.34,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-19,33.3,24.3,28.8,38.1,24.3,32,22.6,70.3,0,0,0,,245.5,1012.3,30.7,2.2,,0.37,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-20,33.7,26,29.6,38.4,26,33,22.6,67,0,0,0,,355.4,1013.1,36.4,2.2,,0.4,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-21,34,25.6,30.2,39.1,25.6,32.7,21.1,59.6,0,0,0,,355,1012.7,30,2.5,,0.44,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-22,35.3,26.4,30.3,38.6,26.4,32.7,21,58.6,0,0,0,,344.5,1012.8,18.4,3,,0.47,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-23,35.7,25.8,30,35.2,25.8,31,18.5,52.5,0,0,0,,57.4,1014.4,5.8,3,,0.5,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-24,35.3,24.1,29.3,36.2,24.1,30.2,17.8,51.9,0,0,0,,2.7,1015.2,0.4,3.1,,0.54,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-25,33,24,28.8,35,24,29.7,18.5,55.1,0,0,0,,326.9,1014.1,23.2,2.4,,0.57,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-26,34.6,23.8,28.8,37.7,23.8,29.8,18.6,55.6,0,0,0,,71.1,1012,13.6,2.5,,0.61,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-27,35.7,24.3,29,37.8,24.3,29.3,15.9,47.5,0,0,0,,109.9,1012.3,13.7,2.7,,0.64,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-28,35,23.1,28.6,34,23.1,28.8,16.1,49.7,0,0,0,,95.9,1013,20.3,2.8,,0.68,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-11-29,34.7,22.7,28.5,34.8,22.7,28.3,15.7,49.6,0,0,0,,90.7,1014.4,2.6,2.8,,0.71,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-11-30,34.5,23.2,28.4,34.9,23.2,28.3,14.8,45.5,0,0,0,,94.8,1014.4,13.4,2.8,,0.75,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-01,33.9,22.1,28,33.8,22.1,27.8,14.7,46.2,0,0,0,,67.6,1012,27.3,2.9,,0.79,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-02,33.1,22.1,27.3,32.4,22.1,27.4,15.1,48.6,0,0,0,,124.4,1010.5,21.6,2.8,,0.82,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-03,32.8,22.3,27.5,33.5,22.3,28,17.3,54.7,0,0,0,,39.5,1011,44.7,2.5,,0.86,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-04,34.3,23.4,28.7,35.7,23.4,29.3,17.3,52.1,0,0,0,,90.6,1012.2,47.4,3,,0.89,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-05,32.7,24.3,28.4,34.9,24.3,29.2,18.2,55.1,0,0,0,,348.8,1011.3,20.4,2.7,,0.93,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-06,33,23,28.3,32.6,23,28.2,15.9,48.7,0,0,0,,349,1010.9,0.4,3.5,,0.96,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-07,32,22.7,27.8,32.9,22.7,28.1,16.1,50,0,0,0,,294.5,1010.8,20.7,3.1,,0,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-08,32,21.9,27.5,32.5,21.9,27.6,16.1,51.1,0,0,0,,326.7,1011.8,8,3.3,,0.03,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-09,30.4,20.6,26.1,30.2,20.6,26.2,15,51.4,0,0,0,,329.5,1011.6,5.2,2.9,,0.06,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-10,30.7,19.8,25.8,29.8,19.8,25.5,13.6,49.7,0,0,0,,344.3,1012,1.2,3,,0.1,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-11,31,18.7,25.5,30.9,18.7,25.4,13.5,49.3,0,0,0,,13.8,1012.6,1.9,2.8,,0.13,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-12,30.1,21.4,26,31.2,21.4,26.5,17.8,61.4,0,0,0,,357,1013.3,11.9,3.4,,0.16,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-13,30.6,20.8,26,30.3,20.8,25.9,13.8,48.6,0,0,0,,357.6,1014.4,0.8,3.1,,0.19,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-14,32.3,23,26.9,31.4,23,26.6,10.9,37.2,0,0,0,,71.5,1014,3.5,3.1,,0.23,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-15,32,24,27.5,31.6,24,27.2,11.9,38.5,0,0,0,,77,1013.9,21.9,2.9,,0.25,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-16,32,23.9,27,30.7,23.9,26.8,13,43.1,0,0,0,,56.1,1014.2,5.6,2.8,,0.29,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-17,30.9,21,25.2,29.4,21,25,10.5,41,0,0,0,,35.2,1013.8,10,3,,0.32,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-18,30.6,20.5,25.5,30,20.5,25.4,12.9,46.7,0,0,0,,21.5,1014.2,1.9,2.9,,0.36,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-19,29.4,21,24.9,28.7,21,24.7,11.9,45.6,0,0,0,,36.2,1014.6,7,3.3,,0.39,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-20,31.1,18.4,24.8,29.6,18.4,24.5,12.1,47.2,0,0,0,,75,1014.3,0.9,4.1,,0.42,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-21,31.4,19.3,25.8,31.2,19.3,25.9,15.2,53.3,0,0,0,,0.8,1013.4,2,3.2,,0.45,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-22,32,19.4,26.1,32.1,19.4,26.1,15.1,52.6,0,0,0,,66.7,1012.7,0,3.5,,0.5,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-23,32.4,21.1,26.8,32.3,21.1,27,15.5,51,0,0,0,,356.2,1012.9,2.4,3,,0.52,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-24,31.4,21.7,26.8,31.8,21.7,27.3,17,55.9,0,0,0,,291.2,1012.8,42.6,2.9,,0.55,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-25,31.2,22.3,26.5,31.2,22.3,26.7,17,57.3,0,0,0,,313.9,1012.9,21.7,2.8,,0.59,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2018-12-26,29,19.8,24.4,27.5,19.8,24.1,10.1,42.5,0,0,0,,337.1,1013.7,22.3,3,,0.62,Partially cloudy,Clearing in the afternoon.
mumbai,18.94,72.835,2018-12-27,29.7,16.7,23.4,28,16.7,23,5.9,34.8,0,0,0,,19.3,1013.8,6.8,3.6,,0.66,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-28,30.3,20,24.5,28.6,20,24.2,6.4,32.5,0,0,0,,56.8,1012.9,5.9,3.1,,0.69,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-29,31.3,20.3,24.8,29.5,20.3,24.4,5.7,30.3,0,0,0,,57.5,1014.3,8,3.1,,0.75,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-30,31.7,19.4,24.9,29.5,19.4,24.4,6.7,33.3,0,0,0,,70.1,1016,11.1,2.9,,0.76,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2018-12-31,31.4,19.1,25.1,29.7,19.1,24.8,8.8,37.3,0,0,0,,43.5,1017,10.7,2.8,,0.8,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-01,31.7,17.9,24.9,29.9,17.9,24.7,11.2,45.2,0,0,0,,128.1,1017,18.4,2.6,,0.83,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-02,30.7,18.5,24.8,30.4,18.5,24.7,12.8,49,0,0,0,,296.2,1016.7,11.4,2.4,,0.87,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-03,31.4,18.3,24.8,30.8,18.3,24.6,13.4,52.3,0,0,0,,289.3,1017.2,2.3,2.6,,0.9,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-04,32,18.6,25.6,31.6,18.6,25.5,13.1,48,0,0,0,,333.2,1016,1.7,2.6,,0.94,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-05,30,18.7,24.6,29.3,18.7,24.4,13.8,52.9,0,0,0,,291.2,1014.8,6.2,2.5,,0.97,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-06,30.7,17.7,24.4,30,17.7,24.3,14.2,54.9,0,0,0,,338.1,1013.9,1.5,2.6,,0,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-07,31.4,18.4,24.9,30.2,18.4,24.6,11.5,44.7,0,0,0,,26.8,1013.7,0.8,3.3,,0.04,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-08,31.4,20,25,30,20,24.7,10.6,41.9,0,0,0,,346.2,1013.9,3.5,2.7,,0.07,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-09,29.4,17.6,23.6,28.5,17.6,23.4,12.7,52.2,0,0,0,,314.6,1013.6,0.8,2.7,,0.11,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-10,30,18.6,24.5,29,18.6,24.2,12.2,49.1,0,0,0,,313.4,1012.5,1.5,2.5,,0.14,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-11,29.4,19,24.2,29.5,19,24.2,14.7,57,0,0,0,,284.7,1013.2,0.8,2.4,,0.17,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-12,28.7,18,23.7,29.2,18,23.7,15.3,61.4,0,0,0,,309.9,1013.5,0.8,2.3,,0.2,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-13,29.2,17.7,23.8,28.8,17.7,23.7,14.3,56.6,0,0,0,,329.2,1014.1,0.8,2.5,,0.24,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-14,31.4,18.4,25.2,30.8,18.4,25.1,14.3,53.1,0,0,0,,353.1,1013.2,0.8,2.5,,0.25,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-15,32,21.8,27.2,32.2,21.8,27.2,14.2,45.8,0,0,0,,29.1,1013.6,0.8,2.7,,0.3,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-16,32.5,20.7,26.7,32,20.7,26.7,14.8,49.8,0,0,0,,291.3,1013.8,2,2.6,,0.34,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-17,31.5,20.4,26.3,32.4,20.4,26.4,15,51.3,0,0,0,,345.6,1012.7,0.4,2.6,,0.37,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-18,31.4,20.2,26.3,31.1,20.2,26.1,14.1,48.9,0,0,0,,291.7,1012.6,0.4,2.4,,0.4,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-19,33,20.1,26.8,34.2,20.1,27.1,15.7,52.9,0,0,0,,303.6,1013.3,0.8,2.6,,0.44,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-20,32.4,21.3,27,33.1,21.3,27.4,17.5,57.7,0,0,0,,296.7,1014,1.1,2.4,,0.47,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-21,29.4,21.1,25.2,29.7,21.1,25.4,17.4,63.6,0,0,0,,306.8,1013.2,0.4,2.8,,0.5,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-22,29,20.7,24.8,29.2,20.7,24.9,18.3,68.8,0,0,0,,243.8,1013.7,19.4,3.2,,0.54,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-23,27,20.9,24.1,27.5,20.9,24.1,17.1,66.1,0,0,0,,329.4,1014.7,37.1,3.9,,0.57,Partially cloudy,Clearing in the afternoon.
mumbai,18.94,72.835,2019-01-24,27.7,17.8,22.8,28,17.8,22.8,13.6,56.6,0,0,0,,334.6,1015,0.8,3.2,,0.6,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-25,27.4,18.1,22.7,26.8,18.1,22.7,8.3,40.4,0,0,0,,346.6,1015,0,3.6,,0.64,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-26,28.9,17.3,22.8,28.2,17.3,22.7,8.5,40.7,0,0,0,,358.2,1015.1,0.8,3.5,,0.67,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-27,29,20.7,24.3,28.2,20.7,24.3,11.2,44.1,0,0,0,,33,1015.4,1.5,3.3,,0.71,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-28,29.9,21,24.6,28.8,21,24.4,9.6,39.2,0,0,0,,34.1,1016.5,0.8,3.2,,0.75,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-29,30.5,20.3,24.8,29.2,20.3,24.6,8.2,35.5,0,0,0,,48.5,1016,0.4,3.4,,0.77,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-30,31,19.4,25.2,29.4,19.4,24.8,8.8,36.6,0,0,0,,351,1015.1,0.4,3.2,,0.81,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-01-31,29.4,19,24.5,28.6,19,24.3,11.8,46.4,0,0,0,,322.5,1014,0.8,3,,0.84,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-01,28.6,20,24.6,28.4,20,24.5,13.9,52.8,0,0,0,,316.8,1013.9,0.8,3,,0.88,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-02,27.7,19.4,24.1,27.9,19.4,24.1,14,54.1,0,0,0,,311.5,1012.9,1.5,3,,0.91,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-03,30.7,20.6,25.6,30.8,20.6,25.7,15.9,56.8,0,0,0,,279.5,1013.5,12.8,2.5,,0.95,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-04,34,22.2,27.6,33,22.2,27.8,16.5,53.3,0,0,0,,184.4,1015,20.9,3.4,,0.98,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2019-02-05,32,22.3,26.8,32.8,22.3,27.5,19,64.1,0,0,0,,329.5,1015.2,6.7,2.5,,0,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-06,27.7,21.8,24.9,28.8,21.8,25.1,17.4,64.2,0,0,0,,298,1013.1,3.6,3,,0.05,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-07,27,19.8,23.4,27.2,19.8,23.4,15.7,63.3,0,0,0,,341.5,1014.7,11.2,3.8,,0.08,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-08,24.3,17.1,21.1,24.3,17.1,21.1,9.6,48.5,0,0,0,,352.2,1016.9,5.6,3.9,,0.11,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-09,28.7,14.9,21.7,27.2,14.9,21.7,5,35.4,0,0,0,,11.9,1015.5,0.8,3.6,,0.15,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-10,30.7,17.3,24.3,29.1,17.3,23.9,5.6,32,0,0,0,,347.1,1014.6,0.8,3.8,,0.18,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-11,32,19.1,26,30.6,19.1,25.6,10.9,40.4,0,0,0,,280.4,1014.1,0.8,2.8,,0.22,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-12,34.4,21.5,28.1,33.1,21.5,27.5,12.3,39.6,0,0,0,,311.2,1014.4,9.8,3.2,,0.25,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-13,32.1,23.6,27.7,31.5,23.6,27.7,14.9,47,0,0,0,,315.7,1015.7,28.4,3.3,,0.25,Partially cloudy,Partly cloudy throughout the day.
mumbai,18.94,72.835,2019-02-14,31,22.2,26.3,32.8,22.2,26.6,16.6,56.1,0,0,0,,311.7,1013.7,15.9,3.5,,0.32,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-15,29.7,21.7,25.1,30.2,21.7,25.2,16.4,59.5,0,0,0,,319.2,1014.4,0.8,3.4,,0.35,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-16,30.3,19.4,24.6,28.8,19.4,24.5,13.5,51.7,0,0,0,,327,1014.8,1.4,3.6,,0.39,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-17,28.7,19.2,24.2,28.3,19.2,24.1,13,50.8,0,0,0,,309.2,1013.4,1.8,3.1,,0.42,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-18,30.2,19.2,24.8,29.3,19.2,24.6,14.5,55.1,0,0,0,,307.6,1011.2,0.8,3.3,,0.45,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-19,31,19.5,26,31.2,19.5,25.8,13.9,50.1,0,0,0,,314.7,1011.2,0.8,3.4,,0.5,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-20,29.4,21,25.6,31.4,21,26.3,19.1,68.5,0,0,0,,270,1012.9,4,2.8,,0.52,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-21,28.1,22.2,25.5,30.3,22.2,26.1,20.7,75.5,0,0,0,,293,1015.9,12.8,3.1,,0.55,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-22,31,22.7,26.6,32.6,22.7,27.4,20,68.6,0,0,0,,319.9,1014.4,16.4,3.3,,0.59,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-23,33.3,22.8,28,34.6,22.8,28.6,17.9,56,0,0,0,,318.4,1011.9,7.7,2.9,,0.62,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-24,33.7,22.5,28,33.1,22.5,27.6,12.9,40.7,0,0,0,,332.3,1010.6,9,3.7,,0.65,Clear,Clear conditions throughout the day.
mumbai,18.94,72.835,2019-02-25,31.8,21.6,26.8,30.6,21.6,26.5,13.2,45.1,0,0,0,,321.1,1010.4,0.8,3.8,,0.69,Clear,Clear conditions throughout the day.
